Brand,Product Name,Price,Rating,Reviews,Image URL,Product Link
Priority,Unisex Printed College Backpack with Raincover - 38L,₹432,4,82,,https://www.ajio.com/priority-unisex-printed-college-backpack-with-raincover--38l/p/700519792_blue?
Puma,Rider Backpack,"₹2,399",4,144,,https://www.ajio.com/puma-rider-backpack/p/700683842_blue?
SAFARI,"Unisex Punch 16"" Laptop Backpack",₹891,,,,https://www.ajio.com/safari-unisex-punch-16-laptop-backpack/p/4938500490_multi?
NIKE,NSW COMMUTE Backpack,"₹4,671",,,,https://www.ajio.com/nike-nsw-commute-backpack/p/469811201_grey?
NIKE,Logo Print Everyday Backpack,"₹1,696",3,2,,https://www.ajio.com/nike-logo-print-everyday-backpack/p/469813258_blue?
LACOSTE,Backpack with Adjustable Shoulder Strap,"₹6,860",,,,https://www.ajio.com/lacoste-backpack-with-adjustable-shoulder-strap/p/703397262_green?
ARMANI EXCHANGE,Men Digital Milano Edition Backpack,"₹10,000",3.5,2,,https://www.ajio.com/armani-exchange-men-digital-milano-edition-backpack/p/410475788_00020?
Deuter,Men Classic Back Pack,"₹3,999",,,,https://www.ajio.com/deuter-men-classic-back-pack/p/702140728_blue?
ARMANI EXCHANGE,Men Antigua Essential Brand Print Backpack,"₹10,500",4.3,6,,https://www.ajio.com/armani-exchange-men-antigua-essential-brand-print-backpack/p/410475782_00020?
Decathlon,Quechua - Unisex NH Escape 500 Padded Multiple Compartments Hiking Backpack 32L,"₹3,799",4.5,2,,https://www.ajio.com/decathlon-quechua--unisex-nh-escape-500-padded-multiple-compartments-hiking-backpack-32l/p/702221842_black?
MOKOBARA,The Unisex Multipurpose Briefcase Pro,"₹6,999",3.7,7,,https://www.ajio.com/mokobara-the-unisex-multipurpose-briefcase-pro/p/467073874_black?
NIKE,Logo Print Air Backpack with Adjustable Strap,"₹2,795",,,,https://www.ajio.com/nike-logo-print-air-backpack-with-adjustable-strap/p/469814264_black?
Skybags,Unisex Rynex Laptop Backpack with Rain Cover for Office Use - 32L,"₹2,668",,,,https://www.ajio.com/skybags-unisex-rynex-laptop-backpack-with-rain-cover-for-office-use--32l/p/442890841_grey?
Decathlon,Unisex Sage Carrying Comfort Fitness Backpack 10 L,"₹2,349",2,3,,https://www.ajio.com/decathlon-unisex-sage-carrying-comfort-fitness-backpack-10-l/p/702222054_green?
Decathlon,Quechua - Unisex Arpenaz 500 Multiple Compartments Hiking Backpack 20 L,"₹2,499",,,,https://www.ajio.com/decathlon-quechua--unisex-arpenaz-500-multiple-compartments-hiking-backpack-20-l/p/702221969_blue?
Puma,Logo Embossed Buzz Small Backpack,"₹1,116",3.9,23,,https://www.ajio.com/puma-logo-embossed-buzz-small-backpack/p/469767607_blue?
Priority,Women Printed Everyday Backpack,₹696,4,34,,https://www.ajio.com/priority-women-printed-everyday-backpack/p/469810631_cream?
Wildcraft,Men Laptop Back Pack,"₹1,210",2,4,,https://www.ajio.com/wildcraft-men-laptop-back-pack/p/701324776_red?
NIKE,Logo Print Everyday Backpack,"₹5,946",,,,https://www.ajio.com/nike-logo-print-everyday-backpack/p/469813280_grey?
F-GEAR,Men Laptop Backpack with Adjustable Strap,"₹1,752",3.2,5,,https://www.ajio.com/f-gear-men-laptop-backpack-with-adjustable-strap/p/702527025_black?
Priority,Unisex Laptop Backpack with Rain Cover- 30 L,₹744,5,3,,https://www.ajio.com/priority-unisex-laptop-backpack-with-rain-cover-30-l/p/469810653_black?
Wildcraft,Unisex Laptop Back Pack,"₹2,262",4.2,5,,https://www.ajio.com/wildcraft-unisex-laptop-back-pack/p/701324924_red?
TOMMY HILFIGER,Men Laptop Backpack with Zip Closure & Adjustable Strap,"₹2,624",4.1,95,,https://www.ajio.com/tommy-hilfiger-men-laptop-backpack-with-zip-closure--adjustable-strap/p/700530386_black?
Puma,Brand Applique Backpack,"₹2,274",,,,https://www.ajio.com/puma-brand-applique-backpack-/p/703412134_black?
NIKE,Varsity Elite Everyday Backpack,"₹5,495",3.5,4,,https://www.ajio.com/nike-varsity-elite-everyday-backpack/p/469768253_black?
ALDO,Men Everyday Backpack,"₹7,199",,,,https://www.ajio.com/aldo-men-everyday-backpack/p/703333245_brown?
TOMMY HILFIGER,Everyday Casual Back Pack,"₹3,535",,,,https://www.ajio.com/tommy-hilfiger-everyday-casual-back-pack/p/701361133_navy?
Skybags,Unisex Riddle Printed Casual Backpack with 3 Compartments & Side Pockets - 33L,₹823,4.4,104,,https://www.ajio.com/skybags-unisex-riddle-printed-casual-backpack-with-3-compartments--side-pockets--33l/p/469200738_black?
TOMMY HILFIGER,Unisex Laptop Backpack,"₹1,741",4.8,8,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20260119/z9W6/696e35df7ef0c7385c75ea40/tommy_hilfiger_breezy_blue%2Bnavy_unisex_laptop_backpack.jpg,https://www.ajio.com/tommy-hilfiger-unisex-laptop-backpack/p/702772597_blue?
Wildcraft,Men Backpack with Multiple Compartments,"₹2,399",3.9,21,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250302/49Rr/67c4775d59f83539800ed127/wildcraft_olive_men_backpack_with_multiple_compartments.jpg,https://www.ajio.com/wildcraft-men-backpack-with-multiple-compartments/p/701286980_olive?
MOKOBARA,Men Typographic Backpack with Zip Closure,"₹5,500",,,,https://www.ajio.com/mokobara-men-typographic-backpack-with-zip-closure/p/702196031_green?
SAFARI,Men Elite 25L Formal Laptop Backpack,"₹1,700",,,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20260420/RN6k/69e612bbfcb5bb61d269cef6/safari_grey_men_elite_25l_formal_laptop_backpack.jpg,https://www.ajio.com/safari-men-elite-25l-formal-laptop-backpack-/p/703346653_grey?
Lunar's,Backpack Bag with Adjustable Strap,"₹1,199",3.9,31,https://assets-jiocdn.ajio.com/medias/sys_master/root/20220422/mGDl/6262c56df997dd03e27b20a2/lunar%27s_blue_%26_grey_backpack_bag_with_adjustable_strap.jpg,https://www.ajio.com/lunar-s-backpack-bag-with-adjustable-strap/p/469183496_greyblue?
Priority,Men Printed College Backpack with Raincover - 38L,₹432,3.8,124,,https://www.ajio.com/priority-men-printed-college-backpack-with-raincover---38l/p/700644023_blue?
Puma,Logo Back Pack,"₹2,312",4.5,17,,https://www.ajio.com/puma-logo-back-pack/p/702045283_black?
Decathlon,Solognac - Unisex Tactical Ash Carrying Comfort Bushcraft Backpack 20L,"₹1,499",,,,https://www.ajio.com/decathlon-solognac--unisex-tactical-ash-carrying-comfort-bushcraft-backpack-20l/p/703117287_olive?
NIKE,ACDMY TEAM Backpack 2.3,"₹3,495",4.2,51,,https://www.ajio.com/nike-acdmy-team-backpack-2-3/p/469626796_black?
NIKE,NSW RPM BKPK 2.0 Backpack,"₹5,795",5,4,,https://www.ajio.com/nike-nsw-rpm-bkpk-2-0-backpack/p/469768251_black?
Priority,Unisex College Backpack with Raincover - 39L,₹680,3.9,47,,https://www.ajio.com/priority-unisex-college-backpack-with-raincover--39l/p/701737313_black?
Puma,Maximalist Backpack,₹920,4.6,15,,https://www.ajio.com/puma-maximalist-backpack/p/700683858_green?
POLICE,Leather Everyday Backpack,"₹1,379",,,,https://www.ajio.com/police-leather-everyday-backpack/p/703527019_tan?
Skybags,Padded Backpack with Adjustable Straps,₹823,3.8,347,,https://www.ajio.com/skybags-padded-backpack-with-adjustable-straps/p/469200723_seagreen?
Skybags,Unisex Elevate 17 Inch Compatible Laptop Backpack with USB Charging Port - 24L,"₹3,125",,,,https://www.ajio.com/skybags-unisex-elevate-17-inch-compatible-laptop-backpack-with-usb-charging-port--24l/p/4947748930_multi?
Puma,Scuderia Ferrari Pro Hooded Backpack 28L,"₹4,199",,,,https://www.ajio.com/puma-scuderia-ferrari-pro-hooded-backpack-28l/p/702874244_black?
Decathlon,Men Water Repellent Laptop Compartment Backpacks 15L,"₹3,499",,,,https://www.ajio.com/decathlon-men-water-repellent-laptop-compartment-backpacks-15l/p/703117283_grey?
Decathlon,Quechua - Unisex Arpenaz 100 Abrasion Resistant Hiking Backpacks 20L,"₹1,399",,,,https://www.ajio.com/decathlon-quechua--unisex-arpenaz-100-abrasion-resistant-hiking-backpacks-20l/p/703114774_olive?
NIKE,Utility Power 2.0 Backpack,"₹4,956",,,,https://www.ajio.com/nike-utility-power-2-0-backpack/p/469807542_black?
NIKE,Brand Print Backpack with Adjustable Strap,"₹2,995",,,,https://www.ajio.com/nike-brand-print-backpack-with-adjustable-strap/p/469814272_orange?
NIKE,Elemental Brand Print Backpack,"₹2,295",,,,https://www.ajio.com/nike-elemental-brand-print-backpack/p/469816628_mediumblue?
Skybags,"Unisex Namma CSK 16.5"" Compatible Laptop Backpack with Shoe Pocket & Rain Cover-40L","₹1,653",3.8,4,,https://www.ajio.com/skybags-unisex-namma-csk-16-5-compatible-laptop-backpack-with-shoe-pocket--rain-cover-40l/p/4947749120_multi?
Decathlon,Tarmak - Unisex NBA Capacity Basketball Backpack 25L,"₹1,649",4.8,5,,https://www.ajio.com/decathlon-tarmak--unisex-nba-capacity-basketball-backpack-25l/p/702221738_black?
NIKE,BRSLA Small Duffle Bag - 9.5 (41L),"₹2,121",4.9,7,,https://www.ajio.com/nike-brsla-small-duffle-bag--9-5-41l-/p/469807528_blue?
Puma,Aston Martin F1 Everyday Backpack,"₹2,999",,,,https://www.ajio.com/puma-aston-martin-f1-everyday-backpack/p/702725165_black?
SAFARI,Men Bonus 37L School Bag,"₹1,800",4.7,3,,https://www.ajio.com/safari-men-bonus-37l-school-bag-/p/703347202_grey?
Wiki,Men Casual Back Pack,"₹2,349",,,,https://www.ajio.com/wiki-men-casual-back-pack/p/701286053_multi?
NIKE,Brasilia XL Backpack-9.5 (30L),"₹2,971",,,,https://www.ajio.com/nike-brasilia-xl-backpack-9-5-30l-/p/469811198_black?
F-GEAR,Men Laptop Backpack with Adjustable Strap,"₹1,832",5,2,,https://www.ajio.com/f-gear-men-laptop-backpack-with-adjustable-strap/p/702527028_black?
F-GEAR,Men Quilted Backpack with Laptop Compartment,"₹2,740",4.1,26,,https://www.ajio.com/f-gear-men-quilted-backpack-with-laptop-compartment/p/4914341250_multi?
TOMMY HILFIGER,Unisex Printed Backpack,"₹2,399",,,,https://www.ajio.com/tommy-hilfiger-unisex-printed-backpack/p/703001103_navy?
Wildcraft,Unisex Laptop Back Pack,"₹1,378",3.8,5,,https://www.ajio.com/wildcraft-unisex-laptop-back-pack/p/701324889_black?
Lunar's,Men Logo Embossed Travel Backpack,₹900,4.3,3,,https://www.ajio.com/lunar-s-men-logo-embossed-travel-backpack/p/700694513_black?
TOMMY HILFIGER,Unisex Laptop Backpack,"₹1,800",5,2,,https://www.ajio.com/tommy-hilfiger-unisex-laptop-backpack-/p/702772593_burgundy?
Lunar's,Man Back Pack,₹900,4.5,2,,https://www.ajio.com/lunar-s-man-back-pack/p/700700143_blue?
MOKOBARA,The Kaleido Unisex Multipurpose Backpack,"₹4,799",4.3,63,,https://www.ajio.com/mokobara-the-kaleido-unisex-multipurpose-backpack/p/467060647_green?
Decathlon,Unisex Multiple Compartments Laptop Backpack 10L,"₹2,349",2.5,11,,https://www.ajio.com/decathlon-unisex-multiple-compartments-laptop-backpack-10l/p/702221866_black?
GUESS,Pu Logo Back pack,"₹6,143",,,,https://www.ajio.com/guess-pu-logo-back-pack/p/702825896_brown?
FUR JADEN,Men Laptop Backpack with Adjustable Straps,"₹2,199",,,,https://www.ajio.com/fur-jaden-men-laptop-backpack-with-adjustable-straps/p/702628305_brown?
Urban Jungle,Unisex Water-Resistant Flat Open Design Laptop Bag,"₹4,212",,,,https://www.ajio.com/urban-jungle-unisex-water-resistant-flat-open-design-laptop-bag/p/442172876_olive?
SNITCH,Men Backpack with Adjustable Straps,"₹2,725",4.6,5,,https://www.ajio.com/snitch-men-backpack-with-adjustable-straps/p/701032241_black?
UNITED COLORS OF BENETTON,"Men Logo Print 18"" Laptop Backpack","₹2,249",4.3,24,,https://www.ajio.com/united-colors-of-benetton-men-logo-print-18-laptop-backpack/p/467071057_grey?
Priority,Men Printed Everyday Backpack,₹667,3.8,44,,https://www.ajio.com/priority-men-printed-everyday-backpack/p/469810638_navyblue?
NU REPUBLIC,Triphop Voyager Evo 20L Waterproof Backpack,"₹1,999",4.7,6,,https://www.ajio.com/nu-republic-triphop-voyager-evo-20l-waterproof-backpack/p/702702496_black?
NETPLAY,Men Casual Crossbody Bag,₹400,3.9,10,,https://www.ajio.com/netplay-men-casual-crossbody-bag/p/443700763_navy?
ARISTOCRAT,Unisex Vortex 17 Inch Laptop Compatible Backpack with Front Pocket - 25L,"₹1,550",,,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250421/OxCJ/68063eb87a6cd4182fe71444/aristocrat_blue_unisex_vortex_17_inch_laptop_compatible_backpack_with_front_pocket_-_25l.jpg,https://www.ajio.com/aristocrat-unisex-vortex-17-inch-laptop-compatible-backpack-with-front-pocket--25l/p/4945690750_multi?
Puma,Travel V1 Spacious Expandable Backpack,"₹2,820",4.1,10,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251205/YuLd/6932ba6f8945db77cf0ffb9e/puma_puma_black_travel_v1_spacious_expandable_backpack.jpg,https://www.ajio.com/puma-travel-v1-spacious-expandable-backpack/p/702588400_black?
WROGN,PU Everyday Backpack,"₹2,999",,,,https://www.ajio.com/wrogn-pu-everyday-backpack/p/703111886_brown?
Priority,Men Lightweight College Backpack - 36L,₹468,3.7,55,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250508/o3nd/681c06677a6cd4182f1c7df8/priority_navy_blue_men_lightweight_college_backpack_-___36l.jpg,https://www.ajio.com/priority-men-lightweight-college-backpack---36l/p/701551442_navy?
Decathlon,Quechua - Unisex Escape 500 Robustness Hiking Backpack 23 L,"₹2,999",4.5,4,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251110/zjKb/6911cb1688d6d62ff8d5f4ac/decathlon_navy_blue_quechua_-_unisex_escape_500_robustness_hiking_backpack_23_l.jpg,https://www.ajio.com/decathlon-quechua--unisex-escape-500-robustness-hiking-backpack-23-l/p/702478303_navy?
BEWAKOOF,Men Printed Backpack with Adjustable Strap,₹899,3.3,3,,https://www.ajio.com/bewakoof-men-printed-backpack-with-adjustable-strap/p/702399116_black?
Jack & Jones,Men Colourblock Backpack,"₹1,500",3.7,3,,https://www.ajio.com/jack--jones-men-colourblock-backpack/p/467170583_multi?
MOKOBARA,Men Everyday Backpack with Adjustable Straps,"₹5,999",4.2,28,,https://www.ajio.com/mokobara-men-everyday-backpack-with-adjustable-straps/p/467060670_green?
Reebok,Men Every Day Back Pack,₹950,,,,https://www.ajio.com/reebok-men-every-day-back-pack/p/702093776_multi?
Wiki,Men Casual Back Pack,"₹2,899",,,,https://www.ajio.com/wiki-men-casual-back-pack/p/701286070_blue?
YOUSTA,Men Laptop Backpack,₹999,,,,https://www.ajio.com/yousta-men-laptop-backpack/p/443701310_black?
NIKE,Men Hayward Swsh Grid Backpack,"₹2,797",3.8,51,,https://www.ajio.com/nike-men-hayward-swsh-grid-backpack/p/469750816_blue?
Decathlon,Kipsta - Unisex Robustness Football Backpacks 17L,₹799,4.5,4,,https://www.ajio.com/decathlon-kipsta--unisex-robustness-football-backpacks-17l/p/702221416_blue?
FUR JADEN,Men Laptop Backpack with Adjustable Straps,₹699,,,,https://www.ajio.com/fur-jaden-men-laptop-backpack-with-adjustable-straps/p/702628323_green?
Decathlon,Forclaz - Unisex Compact Design Backpack 10 L,₹299,3.4,8,,https://www.ajio.com/decathlon-forclaz--unisex-compact-design-backpack-10-l/p/702221680_black?
TEAKWOOD LEATHERS,Men Everyday Zip Closure Back Pack,₹900,3,2,,https://www.ajio.com/teakwood-leathers-men-everyday-zip-closure-back-pack/p/701945610_black?
Pazzo,Travel Bag with Adjustable Strap,₹899,3.3,3,,https://www.ajio.com/pazzo-travel-bag-with-adjustable-strap/p/469183539_blackred?
NETPLAY,Men Casual PU Everyday Backpack,"₹1,999",2.7,6,,https://www.ajio.com/netplay-men-casual-pu-everyday-backpack/p/443700768_black?
YOUSTA,Men Camouflage Print Everyday Backpack,₹400,3.4,17,,https://www.ajio.com/yousta-men-camouflage-print-everyday-backpack/p/442955386_multi?
TEAKWOOD LEATHERS,Men Everyday Backpack with Adjustable Straps,₹850,,,,https://www.ajio.com/teakwood-leathers-men-everyday-backpack-with-adjustable-straps-/p/701947507_black?
Decathlon,Quechua - Unisex Arpenaz 500 Ventilated Hiking Backpack 20 L,"₹2,229",,,,https://www.ajio.com/decathlon-quechua--unisex-arpenaz-500-ventilated-hiking-backpack-20-l/p/702248652_black?
Pazzo,Travel Bag with Adjustable Strap,"₹1,200",3.8,4,,https://www.ajio.com/pazzo-travel-bag-with-adjustable-strap/p/469183532_blackgrey?
Priority,Unisex Laptop Backpack with Rain Cover- 30 L,₹744,3.3,10,,https://www.ajio.com/priority-unisex-laptop-backpack-with-rain-cover-30-l/p/469810652_black?
EUME,Unisex Nylon Laptop Backpack,"₹3,999",,,,https://www.ajio.com/eume-unisex-nylon-laptop-backpack/p/703485996_black?
Skybags,Unisex Ikon 17 Inch Laptop Compatible Backpack with Adjustable Straps - 22L,₹823,3.8,33,,https://www.ajio.com/skybags-unisex-ikon-17-inch-laptop-compatible-backpack-with-adjustable-straps--22l/p/467105320_grey?
SAFARI,Men Elite 25L Formal Laptop Backpack,"₹1,700",,,,https://www.ajio.com/safari-men-elite-25l-formal-laptop-backpack/p/703346253_navy?
Urban Jungle,Men Padded Bag,"₹4,549",,,,https://www.ajio.com/urban-jungle-men-padded-bag/p/703321910_black?
TOMMY HILFIGER,"18"" Laptop Backpack with Logo Applique","₹2,989",4,68,,https://www.ajio.com/tommy-hilfiger-18-laptop-backpack-with-logo-applique/p/467063884_black?
POLICE,Backpack with Ajustable Straps,"₹1,035",,,,https://www.ajio.com/police-backpack-with-ajustable-straps/p/703505756_tan?
Wildcraft,Men Backpack with Adjustable Straps,"₹1,095",,,,https://www.ajio.com/wildcraft-men-backpack-with-adjustable-straps/p/701984677_black?
NETPLAY,Men Backpack with Adjustable Strap,"₹1,000",5,2,,https://www.ajio.com/netplay-men-backpack-with-adjustable-strap/p/443700767_black?
F-GEAR,Men Back Pack with Adjustable Shoulder Strap,₹559,3.5,4,,https://www.ajio.com/f-gear-men-back-pack-with-adjustable-shoulder-strap/p/701900801_wine?
Wildcraft,Men Backpack with Adjustable Strap,"₹2,024",,,,https://www.ajio.com/wildcraft-men-backpack-with-adjustable-strap/p/703587621_olive?
Puma,Elite Sweat-X Organized Backpack,"₹1,924",,,,https://www.ajio.com/puma-elite-sweat-x-organized-backpack/p/703137910_purple?
Decathlon,Artengo - Unisex S Team Easy Transport Tennis Backpack 19 L,₹999,,,,https://www.ajio.com/decathlon-artengo--unisex-s-team-easy-transport-tennis-backpack-19-l/p/702221977_blue?
Decathlon,Forclaz - Unisex 100 Foldable Pocket Backpack -10 L,₹249,4.2,12,,https://www.ajio.com/decathlon-forclaz--unisex-100-foldable-pocket-backpack-10-l/p/702221655_green?
NIKE,JDI Logo Print Mini Backapack,"₹2,495",,,,https://www.ajio.com/nike-jdi-logo-print-mini-backapack/p/469816637_orange?
Skybags,Unisex Propack Laptop Compatible Backpack for Office & Travel - 32L,"₹1,820",,,,https://www.ajio.com/skybags-unisex-propack-laptop-compatible-backpack-for-office--travel--32l/p/702117526_black?
TOMMY HILFIGER,Logo Print Everyday Back Pack,"₹1,624",,,,https://www.ajio.com/tommy-hilfiger-logo-print-everyday-back-pack/p/702171974_navy?
ASICS,Men Shoulder Pouch Bag,₹736,5,2,,https://www.ajio.com/asics-men-shoulder-pouch-bag/p/702139463_black?
TOMMY HILFIGER,Unisex Printed Backpack,"₹2,399",,,,https://www.ajio.com/tommy-hilfiger-unisex-printed-backpack/p/703001101_grey?
YELLOE,Men Laptop Backpack,"₹1,480",,,,https://www.ajio.com/yelloe-men-laptop-backpack/p/703044300_black?
NIKE,BRSLA XL BKPK - 9.5 (30L) Backpack,"₹2,971",4.3,243,https://assets-jiocdn.ajio.com/medias/sys_master/root/20231201/1YMQ/6569f755ddf7791519ab2f17/nike_black_brsla_xl_bkpk_-_9.5_%2830l%29_backpack.jpg,https://www.ajio.com/nike-brsla-xl-bkpk--9-5-30l-backpack/p/469565034_black?
Lunar's,Monica Printed Backpack,₹599,4,40,https://assets-jiocdn.ajio.com/medias/sys_master/root/20220413/LCOT/6256ed75f997dd03e25b27eb/lunar%27s_blue_monica_printed_backpack.jpg,https://www.ajio.com/lunar-s-monica-printed-backpack/p/469183500_blue?
